ID,Camera,Date,Sites,Location,Student Recorder,Organism,Debris,Code,Subcode,Count,Length,Width,Area,Biomass,Photo,ImageJ Measurement By,Notes
239,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,none,MTHR,CLNG,1,0.264,0.407,0.082,,,Anna Metzger,
240,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",mithrax,none,MTHR,CLNG,1,0.686,0.759,0.455,,,Anna Metzger,
241,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab (red),none,MTHR,CLNG,1,0.3,0.402,0.089,,,Anna Metzger,
242,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,none,GAST,OSNL,1,2.307,1.173,1.604,,,Anna Metzger,
243,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,trap,GAST,OSNL,1,0.518,0.182,0.076,,,Anna Metzger,
244,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",wood worm,trap,BIVL,TERE,1,6.153,0.248,1.659,,,Anna Metzger,
245,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,3.18,0.263,0.932,,,Anna Metzger,worm in two
246,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",peanut worm,trap,SIPN,SIPN,1,0.638,0.442,0.25,,,Anna Metzger,
247,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,,,,,,Anna Metzger,no photo
248,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab (red),trap,MTHR,CLNG,1,0.376,0.54,0.162,,,Anna Metzger,
249,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,trap,MTHR,DECO,1,0.809,0.99,0.733,,,Anna Metzger,
250,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",amphipod,trap,AMPH,AMPH,1,0.703,0.077,0.056,,,Anna Metzger,
251,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,trap,GAST,OSNL,1,0.453,0.311,0.091,,,Anna Metzger,
252,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",shrimp,none,CARD,PALA,1,0.988,0.188,0.136,,,Anna Metzger,
253,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,trap,MTHR,CLNG,1,0.205,0.315,0.044,,,Anna Metzger,
254,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,2.915,0.146,0.402,,,Anna Metzger,
255,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",mithrax,trap,MTHR,CLNG,1,0.627,0.608,0.306,,,Anna Metzger,
256,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,trap,GAST,OSNL,1,0.749,0.336,0.155,,,Anna Metzger,
256.1,,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,,GAST,OSNL,1,,,,,,Anna Metzger,
257,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,4.87,0.14,0.728,,,Anna Metzger,
258,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,7.398,0.154,1.295,,,Anna Metzger,
259,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,3.192,0.223,0.546,,,Anna Metzger,
260,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,,,,,,Anna Metzger,no picture
261,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",spagetti worm,trap,POLY,TERB,1,1.639,0.088,,,,Anna Metzger,area hard to get
262,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab,trap,MTHR,CLNG,1,0.311,0.242,0.068,,,Anna Metzger,
263,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab,trap,XNTH,XNTH,1,0.268,0.448,0.099,,,Anna Metzger,
263.1,,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab (red),none,MTHR,CLNG,1,0.364,0.47,0.115,,,Anna Metzger,
264,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snapping shrimp,trap,CARD,SNAP,1,0.977,0.123,0.082,,,Anna Metzger,
265,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snapping shrimp,trap,CARD,SNAP,1,0.454,0.077,0.029,,,Anna Metzger,
266,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,trap,GAST,OSNL,1,0.576,0.181,0.072,,,Anna Metzger,
267,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",peanut worm,trap,SIPN,SIPN,1,2.111,0.216,0.431,,,Anna Metzger,
268,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,3.597,0.186,0.57,,,Anna Metzger,
269,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,trap,POLY,POLY,1,3.295,0.208,0.657,,,Anna Metzger,folded in half
270,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",unk worm,trap,POLY,POLY,1,2.418,0.141,0.482,,,Anna Metzger,
271,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",hairy crab,trap debris,PLMN,PLMN,1,0.385,0.607,0.173,,,Anna Metzger,
272,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,trap debris,MTHR,CLNG,1,,,,,,Anna Metzger,no picture
273,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab,wood slat,XNTH,XNTH,1,0.186,0.191,0.027,,,Anna Metzger,
274,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,none,MTHR,DECO,1,0.63,0.603,0.264,,,Anna Metzger,
275,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,wood slat,MTHR,CLNG,1,0.262,0.248,0.053,,,Anna Metzger,
276,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",brittle star,tile,OPHR,OPHR,1,0.621,0.541,0.196,,,Anna Metzger,
277,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,wood slat,MTHR,DECO,1,0.456,0.541,0.198,,,Anna Metzger,
278,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,wood slat,MTHR,CLNG,1,0.336,0.594,0.255,,,Anna Metzger,strange angle
279,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",snail,none,GAST,OSNL,1,3.653,1.737,4.007,,,Anna Metzger,
280,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,wood slat,POLY,POLY,1,2.251,0.175,0.329,,,Anna Metzger,
281,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,concrete block,MTHR,DECO,1,0.76,0.544,0.257,,,Anna Metzger,
282,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,concrete block,MTHR,DECO,1,1.054,0.707,0.654,,,Anna Metzger,
283,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,concrete block,POLY,POLY,1,,,,,,Anna Metzger,
284,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",red sponge crab,concrete block,DROM,DROM,1,0.375,0.489,0.154,,,Anna Metzger,
285,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,metal bar,POLY,POLY,1,0.162,0.251,0.04,,,Anna Metzger,
285.1,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab,none,XNTH,XNTH,1,3.915,0.096,0.51,,,Anna Metzger,
286,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",limpet,metal bar,GAST,LIMP,1,1.131,0.692,0.642,,,Anna Metzger,
287,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",sea star,none,ASTR,OSTR,1,0.822,0.883,0.589,,,Anna Metzger,
288,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,mesh bag,POLY,POLY,1,1.184,0.374,0.347,,,Anna Metzger,Very faint photo
289,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",shrimp,rope,CARD,PALA,1,1.525,0.163,0.228,,,Anna Metzger,
290,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",shrimp,rope,CARD,PALA,1,,,,,,Anna Metzger,
291,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",brittle star,rope,OPHR,OPHR,1,0.588,0.255,0.117,,,Anna Metzger,
292,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",hairy crab,rope,PLMN,PLMN,1,0.564,0.598,0.253,,,Anna Metzger,
293,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,rope,MTHR,DECO,1,0.494,0.362,0.124,,,Anna Metzger,
294,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",amphipod,rope,AMPH,AMPH,1,0.732,0.211,0.108,,,Anna Metzger,
295,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,rope,MTHR,CLNG,1,0.223,0.376,0.081,,,Anna Metzger,
296,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",porcelein crab,rope,GLRH,PORC,1,0.408,0.316,0.115,,,Anna Metzger,
297,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",porcelein crab,rope,GLRH,PORC,1,,,,,,Anna Metzger,
298,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,rope,MTHR,DECO,1,0.96,0.401,0.242,,,Anna Metzger,extremely blurry
299,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,rope,MTHR,DECO,1,0.566,0.606,0.291,,,Anna Metzger,
300,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,none,MTHR,CLNG,1,0.316,0.374,0.107,,,Anna Metzger,
301,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",porcelein crab,none,GLRH,PORC,1,0.54,0.495,0.271,,,Anna Metzger,
301.1,,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",polychaete,none,POLY,POLY,1,25.344,0.163,,,,Anna Metzger,hard to get area
302,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",brittle star,none,OPHR,OPHR,1,0.366,0.355,0.084,,,Anna Metzger,
303,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",night shrimp,none,CARD,PROC,1,1.168,0.189,0.235,,,Anna Metzger,
304,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",brittle star,none,OPHR,OPHR,1,0.251,0.331,0.093,,,Anna Metzger,
305,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab,none,MTHR,CLNG,1,0.358,0.537,0.164,,,Anna Metzger,
306,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",crab,none,GLRH,PORC,1,0.544,0.453,0.179,,,Anna Metzger,
307,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,none,MTHR,CLNG,1,0.304,0.295,0.07,,,Anna Metzger,
308,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",decorator crab,none,MTHR,DECO,1,0.459,0.867,0.494,,,Anna Metzger,
308.1,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",clinging crab,none,MTHR,CLNG,1,0.245,0.336,0.062,,,Anna Metzger,
309,Red,6/14/2023,11 Mound A & B,11 Mound,"Lydia, Ashley",brittle star,none,OPHR,OPHR,1,0.302,0.267,0.056,,,Anna Metzger,
310,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,brittle star,wood slat,OPHR,OPHR,1,0.204,0.148,0.027,,,Anna Metzger,
311,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,worm,wood slat,POLY,POLY,1,1.086,0.109,0.103,,,Anna Metzger,
312,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,wood slat,POLY,POLY,1,1.117,0.077,0.104,,,Anna Metzger,
313,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,urchin,wood slat,ECHN,TOXO,1,0.472,0.553,0.205,,,Anna Metzger,
314,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,urchin,wood slat,ECHN,TOXO,1,0.364,0.343,0.096,,,Anna Metzger,
315,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,limpet,wood slat,GAST,LIMP,1,0.628,0.333,0.197,,,Anna Metzger,
316,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,peanut worm,cloth,SIPN,SIPN,1,,,,,,Anna Metzger,no picture
317,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,feather duster,glass,POLY,SABE,1,,,,,,Anna Metzger,no picture
318,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,porites,glass bottle,HCOR,PSP,1,,,,,,Anna Metzger,no picture
319,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,glass bottle,POLY,POLY,1,2.242,0.091,0.226,,,Anna Metzger,
320,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,glass bottle,POLY,POLY,1,1.615,0.087,0.164,,,Anna Metzger,
321,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,trap mesh,POLY,POLY,1,3.554,0.164,0.537,,,Anna Metzger,
322,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,wood slat,POLY,POLY,1,3.072,0.074,0.275,,,Anna Metzger,
323,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,wood slat,POLY,POLY,1,1.193,0.057,0.079,,,Anna Metzger,
324,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,wood slat,POLY,POLY,1,,,,,,Anna Metzger,
325,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,brittle star,wood slat,OPHR,OPHR,1,0.159,0.172,0.021,,,Anna Metzger,
326,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,wood slat,POLY,POLY,1,1.989,0.106,0.175,,,Anna Metzger,
327,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,limpet,concrete,GAST,LIMP,1,0.362,0.464,0.135,,,Anna Metzger,double check
328,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,rope,POLY,POLY,1,0.903,0.045,0.05,,,Anna Metzger,
329,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,brittle star,rope,OPHR,OPHR,1,0.095,0.097,0.008,,,Anna Metzger,
330,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,peanut worm,rope,SIPN,SIPN,1,1.214,0.181,0.161,,,Anna Metzger,
331,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,rope,POLY,POLY,1,2.792,0.347,0.702,,,Anna Metzger,
332,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,rope,POLY,POLY,1,6.991,0.2,1.599,,,Anna Metzger,
333,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,decorator crab,weight belt,MTHR,DECO,1,0.518,0.613,0.247,,,Anna Metzger,
334,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,weight belt,POLY,POLY,1,1.112,0.102,0.13,,,Anna Metzger,
335,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,Lobster Shrimp/ Two Claw,weight belt,AXDE,AXDE,1,1.709,0.224,0.44,,,Anna Metzger,lobster shrimp
336,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,clam,weight belt,BIVL,CLAM,1,,,,,,Anna Metzger,no picture
337,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,clinging crab,none,MTHR,CLNG,1,0.264,0.394,0.098,,,Anna Metzger,
338,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,none,POLY,POLY,1,10.878,0.204,2.854,,,Anna Metzger,
339,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,none,POLY,POLY,1,6.68,0.16,1.134,,,Anna Metzger,
340,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,snapping shrimp,none,CARD,SNAP,1,0.746,0.117,0.068,,,Anna Metzger,
341,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,snapping shrimp,none,CARD,SNAP,1,1.356,0.193,0.184,,,Anna Metzger,
342,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,none,POLY,POLY,1,2.428,0.067,0.182,,,Anna Metzger,
343,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,worm,none,SIPN,SIPN,1,1.132,0.368,0.304,,,Anna Metzger,peanut?
344,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,decorator crab,none,MTHR,DECO,1,0.841,0.893,0.701,,,Anna Metzger,
345,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,none,POLY,POLY,1,4.527,0.224,1.113,,,Anna Metzger,
346,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,brittle star,none,OPHR,OPHR,1,0.215,0.188,0.035,,,Anna Metzger,
347,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,polychaete,none,POLY,POLY,1,2.105,0.09,0.201,,,Anna Metzger,
348,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,brittle star,none,OPHR,OPHR,1,0.704,0.689,0.412,,,Anna Metzger,
349,Red,6/15/2023,Stag Party A & B,Stag Party,Lydia,shrimp,none,CARD,PALA,1,1.116,0.164,0.124,,,Anna Metzger,
